"Task Aware Debugger for GDB" version 11.7.0 (202212092054)
(c) 2016-2022 NXP Semiconductors, Inc.
==================================
06:00:36.670 INFO: [TadModel] DSF session ID 2 has started.
06:00:40.803 INFO: [TadState] TAD state changed: DEBUG_STARTED -> DEBUG_INIT_0 (SUSPENDED, USER_REQUEST)
06:00:45.292 INFO: [TadState] TAD state changed: DEBUG_INIT_0 -> DEBUG_INIT_1 (RESUMED, USER_REQUEST)
06:00:45.368 INFO: [TadState] TAD state changed: DEBUG_INIT_1 -> DEBUG_SUSPENDED (SUSPENDED, BREAKPOINT)
06:01:09.264 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
06:02:26.79 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
06:03:19.493 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:03:19.537 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:03:24.741 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:03:24.773 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:03:25.316 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:03:25.321 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:03:26.713 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:03:26.718 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:03:27.240 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:03:27.247 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:03:30.643 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:03:30.675 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:03:33.313 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:03:33.320 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:03:34.631 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:03:34.642 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:03:42.839 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:03:42.844 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:05:35.900 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:05:35.912 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:05:40.32 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:05:40.38 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:06:08.967 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:06:08.978 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:06:16.750 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:06:16.756 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:06:18.423 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:06:18.451 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:06:29.225 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:06:29.235 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:06:30.519 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:06:30.526 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:06:33.339 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:06:33.349 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:06:35.867 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:06:35.896 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:06:59.933 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
06:07:00.279 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
06:07:26.128 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:07:26.166 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:07:41.463 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:07:41.492 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:07:43.82 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:07:43.87 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:07:44.494 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:07:44.498 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:07:46.604 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:07:46.612 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:08:08.782 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
06:10:11.214 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
06:11:14.524 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
06:13:13.104 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
06:13:14.131 INFO: [TadModel] DSF session ID 2 has ended.
